"TIME","GEO","UNIT","Value","FlagandFootnotes"
"1990","Italy","Personspersquarekilometre","188.2",""
"1990","Nord-Ovest","Personspersquarekilometre","273.7",""
"1990","Piemonte","Personspersquarekilometre","169.9",""
"1990","Torino","Personspersquarekilometre","329.4",""
"1990","Vercelli","Personspersquarekilometre","61.3",""
"1990","Biella","Personspersquarekilometre",":",""
"1990","Verbano-Cusio-Ossola","Personspersquarekilometre",":",""
"1990","Novara","Personspersquarekilometre","93.4",""
"1990","Cuneo","Personspersquarekilometre","79.0",""
"1990","Asti","Personspersquarekilometre","137.6",""
"1990","Alessandria","Personspersquarekilometre","123.8",""
"1990","Valled'Aosta/Valléed'Aoste","Personspersquarekilometre","35.2",""
"1990","Valled'Aosta/Valléed'Aoste","Personspersquarekilometre","35.2",""
"1990","Liguria","Personspersquarekilometre","311.8",""
"1990","Imperia","Personspersquarekilometre","185.3",""
"1990","Savona","Personspersquarekilometre","184.8",""
"1990","Genova","Personspersquarekilometre","523.7",""
"1990","LaSpezia","Personspersquarekilometre","258.6",""
"1990","Lombardia","Personspersquarekilometre","370.7",""
"1990","Varese","Personspersquarekilometre","661.4",""
"1990","Como","Personspersquarekilometre","250.8",""
"1990","Lecco","Personspersquarekilometre",":",""
"1990","Sondrio","Personspersquarekilometre","54.8",""
"1990","Bergamo","Personspersquarekilometre","326.8",""
"1990","Brescia","Personspersquarekilometre","217.1",""
"1990","Pavia","Personspersquarekilometre","165.9",""
"1990","Lodi","Personspersquarekilometre",":",""
"1990","Cremona","Personspersquarekilometre","184.6",""
"1990","Mantova","Personspersquarekilometre","158.8",""
"1990","Milano","Personspersquarekilometre",":",""
"1990","MonzaedellaBrianza","Personspersquarekilometre",":",""
"1990","Nord-Est","Personspersquarekilometre",":",""
"1990","ProvinciaAutonomadiBolzano/Bozen","Personspersquarekilometre","59.2",""
"1990","Bolzano-Bozen","Personspersquarekilometre","59.2",""
"1990","ProvinciaAutonomadiTrento","Personspersquarekilometre","71.9",""
"1990","Trento","Personspersquarekilometre","71.9",""
"1990","Veneto","Personspersquarekilometre","237.9",""
"1990","Verona","Personspersquarekilometre","253.5",""
"1990","Vicenza","Personspersquarekilometre","273.1",""
"1990","Belluno","Personspersquarekilometre","57.8",""
"1990","Treviso","Personspersquarekilometre","298.7",""
"1990","Venezia","Personspersquarekilometre","334.2",""
"1990","Padova","Personspersquarekilometre","381.7",""
"1990","Rovigo","Personspersquarekilometre","138.7",""
"1990","Friuli-VeneziaGiulia","Personspersquarekilometre","152.9",""
"1990","Pordenone","Personspersquarekilometre","120.8",""
"1990","Udine","Personspersquarekilometre","106.7",""
"1990","Gorizia","Personspersquarekilometre","296.9",""
"1990","Trieste","Personspersquarekilometre","1245.3",""
"1990","Emilia-Romagna","Personspersquarekilometre",":",""
"1990","Piacenza","Personspersquarekilometre","103.6",""
"1990","Parma","Personspersquarekilometre","113.3",""
"1990","Reggionell'Emilia","Personspersquarekilometre","182.1",""
"1990","Modena","Personspersquarekilometre","223.5",""
"1990","Bologna","Personspersquarekilometre","245.1",""
"1990","Ferrara","Personspersquarekilometre","137.8",""
"1990","Ravenna","Personspersquarekilometre","188.7",""
"1990","Forlì-Cesena","Personspersquarekilometre","119.6",""
"1990","Rimini","Personspersquarekilometre",":",""
"1990","Centro(IT)","Personspersquarekilometre",":",""
"1990","Toscana","Personspersquarekilometre","153.6",""
"1990","Massa-Carrara","Personspersquarekilometre","173.4",""
"1990","Lucca","Personspersquarekilometre","212.8",""
"1990","Pistoia","Personspersquarekilometre","273.6",""
"1990","Firenze","Personspersquarekilometre","250.2",""
"1990","Prato","Personspersquarekilometre",":",""
"1990","Livorno","Personspersquarekilometre","278.5",""
"1990","Pisa","Personspersquarekilometre","157.3",""
"1990","Arezzo","Personspersquarekilometre","97.0",""
"1990","Siena","Personspersquarekilometre","65.6",""
"1990","Grosseto","Personspersquarekilometre","48.0",""
"1990","Umbria","Personspersquarekilometre","95.8",""
"1990","Perugia","Personspersquarekilometre","92.7",""
"1990","Terni","Personspersquarekilometre","105.1",""
"1990","Marche","Personspersquarekilometre",":",""
"1990","PesaroeUrbino","Personspersquarekilometre",":",""
"1990","Ancona","Personspersquarekilometre","224.7",""
"1990","Macerata","Personspersquarekilometre","106.2",""
"1990","AscoliPiceno","Personspersquarekilometre",":",""
"1990","Fermo","Personspersquarekilometre",":",""
"1990","Lazio","Personspersquarekilometre","297.4",""
"1990","Viterbo","Personspersquarekilometre","76.8",""
"1990","Rieti","Personspersquarekilometre","52.6",""
"1990","Roma","Personspersquarekilometre","701.3",""
"1990","Latina","Personspersquarekilometre","209.1",""
"1990","Frosinone","Personspersquarekilometre","146.2",""
"1990","Sud","Personspersquarekilometre","189.7",""
"1990","Abruzzo","Personspersquarekilometre","115.3",""
"1990","L'Aquila","Personspersquarekilometre","58.9",""
"1990","Teramo","Personspersquarekilometre","143.0",""
"1990","Pescara","Personspersquarekilometre","235.6",""
"1990","Chieti","Personspersquarekilometre","147.2",""
"1990","Molise","Personspersquarekilometre","74.5",""
"1990","Isernia","Personspersquarekilometre","31.6",""
"1990","Campobasso","Personspersquarekilometre","156.0",""
"1990","Campania","Personspersquarekilometre","413.0",""
"1990","Caserta","Personspersquarekilometre","306.3",""
"1990","Benevento","Personspersquarekilometre","141.2",""
"1990","Napoli","Personspersquarekilometre","2575.7",""
"1990","Avellino","Personspersquarekilometre","156.7",""
"1990","Salerno","Personspersquarekilometre","215.3",""
"1990","Puglia","Personspersquarekilometre","207.6",""
"1990","Taranto","Personspersquarekilometre","242.0",""
"1990","Brindisi","Personspersquarekilometre","223.1",""
"1990","Lecce","Personspersquarekilometre","290.2",""
"1990","Foggia","Personspersquarekilometre",":",""
"1990","Bari","Personspersquarekilometre",":",""
"1990","Barletta-Andria-Trani","Personspersquarekilometre",":",""
"1990","Basilicata","Personspersquarekilometre","61.1",""
"1990","Potenza","Personspersquarekilometre","61.5",""
"1990","Matera","Personspersquarekilometre","60.5",""
"1990","Calabria","Personspersquarekilometre","137.8",""
"1990","Cosenza","Personspersquarekilometre","113.0",""
"1990","Crotone","Personspersquarekilometre",":",""
"1990","Catanzaro","Personspersquarekilometre","73.1",""
"1990","ViboValentia","Personspersquarekilometre",":",""
"1990","ReggiodiCalabria","Personspersquarekilometre","182.2",""
"1990","Isole","Personspersquarekilometre","132.8",""
"1990","Sicilia","Personspersquarekilometre","193.4",""
"1990","Trapani","Personspersquarekilometre","173.6",""
"1990","Palermo","Personspersquarekilometre","245.7",""
"1990","Messina","Personspersquarekilometre","199.8",""
"1990","Agrigento","Personspersquarekilometre","156.6",""
"1990","Caltanissetta","Personspersquarekilometre","131.5",""
"1990","Enna","Personspersquarekilometre","73.1",""
"1990","Catania","Personspersquarekilometre","291.3",""
"1990","Ragusa","Personspersquarekilometre","178.6",""
"1990","Siracusa","Personspersquarekilometre","190.5",""
"1990","Sardegna","Personspersquarekilometre","68.1",""
"1990","Sassari","Personspersquarekilometre",":",""
"1990","Nuoro","Personspersquarekilometre",":",""
"1990","Cagliari","Personspersquarekilometre",":",""
"1990","Oristano","Personspersquarekilometre",":",""
"1990","Olbia-Tempio","Personspersquarekilometre",":",""
"1990","Ogliastra","Personspersquarekilometre",":",""
"1990","MedioCampidano","Personspersquarekilometre",":",""
"1990","Carbonia-Iglesias","Personspersquarekilometre",":",""
"1991","Italy","Personspersquarekilometre","188.4",""
"1991","Nord-Ovest","Personspersquarekilometre","273.5",""
"1991","Piemonte","Personspersquarekilometre","169.4",""
"1991","Torino","Personspersquarekilometre","327.7",""
"1991","Vercelli","Personspersquarekilometre","61.3",""
"1991","Biella","Personspersquarekilometre",":",""
"1991","Verbano-Cusio-Ossola","Personspersquarekilometre",":",""
"1991","Novara","Personspersquarekilometre","93.2",""
"1991","Cuneo","Personspersquarekilometre","79.2",""
"1991","Asti","Personspersquarekilometre","137.9",""
"1991","Alessandria","Personspersquarekilometre","123.2",""
"1991","Valled'Aosta/Valléed'Aoste","Personspersquarekilometre","35.4",""
"1991","Valled'Aosta/Valléed'Aoste","Personspersquarekilometre","35.4",""
"1991","Liguria","Personspersquarekilometre","310.0",""
"1991","Imperia","Personspersquarekilometre","184.9",""
"1991","Savona","Personspersquarekilometre","184.3",""
"1991","Genova","Personspersquarekilometre","519.4",""
"1991","LaSpezia","Personspersquarekilometre","257.6",""
"1991","Lombardia","Personspersquarekilometre","371.1",""
"1991","Varese","Personspersquarekilometre","663.7",""
"1991","Como","Personspersquarekilometre","252.1",""
"1991","Lecco","Personspersquarekilometre",":",""
"1991","Sondrio","Personspersquarekilometre","54.8",""
"1991","Bergamo","Personspersquarekilometre","328.8",""
"1991","Brescia","Personspersquarekilometre","218.0",""
"1991","Pavia","Personspersquarekilometre","165.7",""
"1991","Lodi","Personspersquarekilometre",":",""
"1991","Cremona","Personspersquarekilometre","184.9",""
"1991","Mantova","Personspersquarekilometre","159.1",""
"1991","Milano","Personspersquarekilometre",":",""
"1991","MonzaedellaBrianza","Personspersquarekilometre",":",""
"1991","Nord-Est","Personspersquarekilometre",":",""
"1991","ProvinciaAutonomadiBolzano/Bozen","Personspersquarekilometre","59.4",""
"1991","Bolzano-Bozen","Personspersquarekilometre","59.4",""
"1991","ProvinciaAutonomadiTrento","Personspersquarekilometre","72.3",""
"1991","Trento","Personspersquarekilometre","72.2",""
"1991","Veneto","Personspersquarekilometre","238.3",""
"1991","Verona","Personspersquarekilometre","254.2",""
"1991","Vicenza","Personspersquarekilometre","274.3",""
"1991","Belluno","Personspersquarekilometre","57.7",""
"1991","Treviso","Personspersquarekilometre","299.9",""
"1991","Venezia","Personspersquarekilometre","333.6",""
"1991","Padova","Personspersquarekilometre","382.6",""
"1991","Rovigo","Personspersquarekilometre","138.6",""
"1991","Friuli-VeneziaGiulia","Personspersquarekilometre","152.6",""
"1991","Pordenone","Personspersquarekilometre","121.0",""
"1991","Udine","Personspersquarekilometre","106.7",""
"1991","Gorizia","Personspersquarekilometre","296.4",""
"1991","Trieste","Personspersquarekilometre","1236.6",""
"1991","Emilia-Romagna","Personspersquarekilometre",":",""
"1991","Piacenza","Personspersquarekilometre","103.4",""
"1991","Parma","Personspersquarekilometre","113.4",""
"1991","Reggionell'Emilia","Personspersquarekilometre","182.8",""
"1991","Modena","Personspersquarekilometre","224.5",""
"1991","Bologna","Personspersquarekilometre","245.0",""
"1991","Ferrara","Personspersquarekilometre","137.3",""
"1991","Ravenna","Personspersquarekilometre","188.5",""
"1991","Forlì-Cesena","Personspersquarekilometre","119.7",""
"1991","Rimini","Personspersquarekilometre",":",""
"1991","Centro(IT)","Personspersquarekilometre",":",""
"1991","Toscana","Personspersquarekilometre","153.5",""
"1991","Massa-Carrara","Personspersquarekilometre","173.1",""
"1991","Lucca","Personspersquarekilometre","212.6",""
"1991","Pistoia","Personspersquarekilometre","273.9",""
"1991","Firenze","Personspersquarekilometre","249.4",""
"1991","Prato","Personspersquarekilometre",":",""
"1991","Livorno","Personspersquarekilometre","277.7",""
"1991","Pisa","Personspersquarekilometre","157.3",""
"1991","Arezzo","Personspersquarekilometre","97.2",""
"1991","Siena","Personspersquarekilometre","65.6",""
"1991","Grosseto","Personspersquarekilometre","48.0",""
"1991","Umbria","Personspersquarekilometre","95.9",""
"1991","Perugia","Personspersquarekilometre","92.8",""
"1991","Terni","Personspersquarekilometre","105.1",""
"1991","Marche","Personspersquarekilometre",":",""
"1991","PesaroeUrbino","Personspersquarekilometre",":",""
"1991","Ancona","Personspersquarekilometre","225.2",""
"1991","Macerata","Personspersquarekilometre","106.4",""
"1991","AscoliPiceno","Personspersquarekilometre",":",""
"1991","Fermo","Personspersquarekilometre",":",""
"1991","Lazio","Personspersquarekilometre","298.2",""
"1991","Viterbo","Personspersquarekilometre","77.1",""
"1991","Rieti","Personspersquarekilometre","52.7",""
"1991","Roma","Personspersquarekilometre","702.3",""
"1991","Latina","Personspersquarekilometre","211.1",""
"1991","Frosinone","Personspersquarekilometre","146.7",""
"1991","Sud","Personspersquarekilometre","190.0",""
"1991","Abruzzo","Personspersquarekilometre","115.6",""
"1991","L'Aquila","Personspersquarekilometre","59.1",""
"1991","Teramo","Personspersquarekilometre","143.5",""
"1991","Pescara","Personspersquarekilometre","236.1",""
"1991","Chieti","Personspersquarekilometre","147.5",""
"1991","Molise","Personspersquarekilometre","74.5",""
"1991","Isernia","Personspersquarekilometre","31.6",""
"1991","Campobasso","Personspersquarekilometre","156.1",""
"1991","Campania","Personspersquarekilometre","413.9",""
"1991","Caserta","Personspersquarekilometre","308.3",""
"1991","Benevento","Personspersquarekilometre","141.4",""
"1991","Napoli","Personspersquarekilometre","2576.3",""
"1991","Avellino","Personspersquarekilometre","157.0",""
"1991","Salerno","Personspersquarekilometre","216.3",""
"1991","Puglia","Personspersquarekilometre","208.1",""
"1991","Taranto","Personspersquarekilometre","241.9",""
"1991","Brindisi","Personspersquarekilometre","223.6",""
"1991","Lecce","Personspersquarekilometre","291.1",""
"1991","Foggia","Personspersquarekilometre",":",""
"1991","Bari","Personspersquarekilometre",":",""
"1991","Barletta-Andria-Trani","Personspersquarekilometre",":",""
"1991","Basilicata","Personspersquarekilometre","61.1",""
"1991","Potenza","Personspersquarekilometre","61.4",""
"1991","Matera","Personspersquarekilometre","60.6",""
"1991","Calabria","Personspersquarekilometre","137.4",""
"1991","Cosenza","Personspersquarekilometre","112.9",""
"1991","Crotone","Personspersquarekilometre",":",""
"1991","Catanzaro","Personspersquarekilometre","73.0",""
"1991","ViboValentia","Personspersquarekilometre",":",""
"1991","ReggiodiCalabria","Personspersquarekilometre","181.5",""
"1991","Isole","Personspersquarekilometre","132.8",""
"1991","Sicilia","Personspersquarekilometre","193.3",""
"1991","Trapani","Personspersquarekilometre","173.5",""
"1991","Palermo","Personspersquarekilometre","245.6",""
"1991","Messina","Personspersquarekilometre","199.4",""
"1991","Agrigento","Personspersquarekilometre","156.5",""
"1991","Caltanissetta","Personspersquarekilometre","131.1",""
"1991","Enna","Personspersquarekilometre","72.8",""
"1991","Catania","Personspersquarekilometre","291.6",""
"1991","Ragusa","Personspersquarekilometre","179.2",""
"1991","Siracusa","Personspersquarekilometre","190.6",""
"1991","Sardegna","Personspersquarekilometre","68.3",""
"1991","Sassari","Personspersquarekilometre",":",""
"1991","Nuoro","Personspersquarekilometre",":",""
"1991","Cagliari","Personspersquarekilometre",":",""
"1991","Oristano","Personspersquarekilometre",":",""
"1991","Olbia-Tempio","Personspersquarekilometre",":",""
"1991","Ogliastra","Personspersquarekilometre",":",""
"1991","MedioCampidano","Personspersquarekilometre",":",""
"1991","Carbonia-Iglesias","Personspersquarekilometre",":",""
"1992","Italy","Personspersquarekilometre","192.5",""
"1992","Nord-Ovest","Personspersquarekilometre","265.8",""
"1992","Piemonte","Personspersquarekilometre","172.7",""
"1992","Torino","Personspersquarekilometre","332.0",""
"1992","Vercelli","Personspersquarekilometre","89.9",""
"1992","Biella","Personspersquarekilometre","213.5",""
"1992","Verbano-Cusio-Ossola","Personspersquarekilometre","75.8",""
"1992","Novara","Personspersquarekilometre","259.7",""
"1992","Cuneo","Personspersquarekilometre","80.3",""
"1992","Asti","Personspersquarekilometre","138.7",""
"1992","Alessandria","Personspersquarekilometre","125.8",""
"1992","Valled'Aosta/Valléed'Aoste","Personspersquarekilometre","35.8",""
"1992","Valled'Aosta/Valléed'Aoste","Personspersquarekilometre","35.8",""
"1992","Liguria","Personspersquarekilometre","313.1",""
"1992","Imperia","Personspersquarekilometre","186.6",""
"1992","Savona","Personspersquarekilometre","186.6",""
"1992","Genova","Personspersquarekilometre","523.4",""
"1992","LaSpezia","Personspersquarekilometre","262.6",""
"1992","Lombardia","Personspersquarekilometre","389.0",""
"1992","Varese","Personspersquarekilometre","717.5",""
"1992","Como","Personspersquarekilometre","440.9",""
"1992","Lecco","Personspersquarekilometre","398.1",""
"1992","Sondrio","Personspersquarekilometre","55.8",""
"1992","Bergamo","Personspersquarekilometre","344.5",""
"1992","Brescia","Personspersquarekilometre","233.8",""
"1992","Pavia","Personspersquarekilometre","171.9",""
"1992","Lodi","Personspersquarekilometre","249.3",""
"1992","Cremona","Personspersquarekilometre","193.5",""
"1992","Mantova","Personspersquarekilometre","167.0",""
"1992","Milano","Personspersquarekilometre",":",""
"1992","MonzaedellaBrianza","Personspersquarekilometre",":",""
"1992","Nord-Est","Personspersquarekilometre",":",""
"1992","ProvinciaAutonomadiBolzano/Bozen","Personspersquarekilometre","59.9",""
"1992","Bolzano-Bozen","Personspersquarekilometre","59.9",""
"1992","ProvinciaAutonomadiTrento","Personspersquarekilometre","73.4",""
"1992","Trento","Personspersquarekilometre","73.4",""
"1992","Veneto","Personspersquarekilometre","250.0",""
"1992","Verona","Personspersquarekilometre","274.8",""
"1992","Vicenza","Personspersquarekilometre","279.6",""
"1992","Belluno","Personspersquarekilometre","58.9",""
"1992","Treviso","Personspersquarekilometre","310.0",""
"1992","Venezia","Personspersquarekilometre","376.8",""
"1992","Padova","Personspersquarekilometre","390.8",""
"1992","Rovigo","Personspersquarekilometre","145.0",""
"1992","Friuli-VeneziaGiulia","Personspersquarekilometre","158.3",""
"1992","Pordenone","Personspersquarekilometre","127.3",""
"1992","Udine","Personspersquarekilometre","110.5",""
"1992","Gorizia","Personspersquarekilometre","303.6",""
"1992","Trieste","Personspersquarekilometre","1231.8",""
"1992","Emilia-Romagna","Personspersquarekilometre",":",""
"1992","Piacenza","Personspersquarekilometre","106.9",""
"1992","Parma","Personspersquarekilometre","117.4",""
"1992","Reggionell'Emilia","Personspersquarekilometre","187.9",""
"1992","Modena","Personspersquarekilometre","230.5",""
"1992","Bologna","Personspersquarekilometre","248.3",""
"1992","Ferrara","Personspersquarekilometre","140.9",""
"1992","Ravenna","Personspersquarekilometre","195.1",""
"1992","Forlì-Cesena","Personspersquarekilometre","149.3",""
"1992","Rimini","Personspersquarekilometre",":",""
"1992","Centro(IT)","Personspersquarekilometre",":",""
"1992","Toscana","Personspersquarekilometre","155.6",""
"1992","Massa-Carrara","Personspersquarekilometre","177.6",""
"1992","Lucca","Personspersquarekilometre","217.6",""
"1992","Pistoia","Personspersquarekilometre","277.6",""
"1992","Firenze","Personspersquarekilometre","277.4",""
"1992","Prato","Personspersquarekilometre","603.7",""
"1992","Livorno","Personspersquarekilometre","279.4",""
"1992","Pisa","Personspersquarekilometre","160.5",""
"1992","Arezzo","Personspersquarekilometre","98.4",""
"1992","Siena","Personspersquarekilometre","66.2",""
"1992","Grosseto","Personspersquarekilometre","48.7",""
"1992","Umbria","Personspersquarekilometre","98.3",""
"1992","Perugia","Personspersquarekilometre","95.6",""
"1992","Terni","Personspersquarekilometre","106.3",""
"1992","Marche","Personspersquarekilometre",":",""
"1992","PesaroeUrbino","Personspersquarekilometre",":",""
"1992","Ancona","Personspersquarekilometre","229.2",""
"1992","Macerata","Personspersquarekilometre","107.2",""
"1992","AscoliPiceno","Personspersquarekilometre",":",""
"1992","Fermo","Personspersquarekilometre",":",""
"1992","Lazio","Personspersquarekilometre","305.0",""
"1992","Viterbo","Personspersquarekilometre","80.9",""
"1992","Rieti","Personspersquarekilometre","53.2",""
"1992","Roma","Personspersquarekilometre","716.8",""
"1992","Latina","Personspersquarekilometre","215.4",""
"1992","Frosinone","Personspersquarekilometre","148.4",""
"1992","Sud","Personspersquarekilometre","193.3",""
"1992","Abruzzo","Personspersquarekilometre","117.3",""
"1992","L'Aquila","Personspersquarekilometre","59.5",""
"1992","Teramo","Personspersquarekilometre","146.5",""
"1992","Pescara","Personspersquarekilometre","241.4",""
"1992","Chieti","Personspersquarekilometre","150.4",""
"1992","Molise","Personspersquarekilometre","75.5",""
"1992","Isernia","Personspersquarekilometre","60.9",""
"1992","Campobasso","Personspersquarekilometre","83.2",""
"1992","Campania","Personspersquarekilometre","421.3",""
"1992","Caserta","Personspersquarekilometre","314.8",""
"1992","Benevento","Personspersquarekilometre","144.1",""
"1992","Napoli","Personspersquarekilometre","2601.0",""
"1992","Avellino","Personspersquarekilometre","159.3",""
"1992","Salerno","Personspersquarekilometre","220.8",""
"1992","Puglia","Personspersquarekilometre","210.3",""
"1992","Taranto","Personspersquarekilometre","243.0",""
"1992","Brindisi","Personspersquarekilometre","224.1",""
"1992","Lecce","Personspersquarekilometre","291.7",""
"1992","Foggia","Personspersquarekilometre",":",""
"1992","Bari","Personspersquarekilometre",":",""
"1992","Barletta-Andria-Trani","Personspersquarekilometre",":",""
"1992","Basilicata","Personspersquarekilometre","62.8",""
"1992","Potenza","Personspersquarekilometre","62.9",""
"1992","Matera","Personspersquarekilometre","62.6",""
"1992","Calabria","Personspersquarekilometre","140.1",""
"1992","Cosenza","Personspersquarekilometre","115.8",""
"1992","Crotone","Personspersquarekilometre","106.1",""
"1992","Catanzaro","Personspersquarekilometre","162.8",""
"1992","ViboValentia","Personspersquarekilometre","158.8",""
"1992","ReggiodiCalabria","Personspersquarekilometre","185.6",""
"1992","Isole","Personspersquarekilometre","134.3",""
"1992","Sicilia","Personspersquarekilometre","195.8",""
"1992","Trapani","Personspersquarekilometre","174.7",""
"1992","Palermo","Personspersquarekilometre","248.2",""
"1992","Messina","Personspersquarekilometre","204.8",""
"1992","Agrigento","Personspersquarekilometre","158.1",""
"1992","Caltanissetta","Personspersquarekilometre","132.4",""
"1992","Enna","Personspersquarekilometre","73.6",""
"1992","Catania","Personspersquarekilometre","295.9",""
"1992","Ragusa","Personspersquarekilometre","180.6",""
"1992","Siracusa","Personspersquarekilometre","192.5",""
"1992","Sardegna","Personspersquarekilometre","69.0",""
"1992","Sassari","Personspersquarekilometre",":",""
"1992","Nuoro","Personspersquarekilometre",":",""
"1992","Cagliari","Personspersquarekilometre",":",""
"1992","Oristano","Personspersquarekilometre",":",""
"1992","Olbia-Tempio","Personspersquarekilometre",":",""
"1992","Ogliastra","Personspersquarekilometre",":",""
"1992","MedioCampidano","Personspersquarekilometre",":",""
"1992","Carbonia-Iglesias","Personspersquarekilometre",":",""
"1993","Italy","Personspersquarekilometre","192.6",""
"1993","Nord-Ovest","Personspersquarekilometre","265.6",""
"1993","Piemonte","Personspersquarekilometre","172.2",""
"1993","Torino","Personspersquarekilometre","331.0",""
"1993","Vercelli","Personspersquarekilometre","89.4",""
"1993","Biella","Personspersquarekilometre","212.9",""
"1993","Verbano-Cusio-Ossola","Personspersquarekilometre","75.5",""
"1993","Novara","Personspersquarekilometre","259.6",""
"1993","Cuneo","Personspersquarekilometre","80.2",""
"1993","Asti","Personspersquarekilometre","138.4",""
"1993","Alessandria","Personspersquarekilometre","125.0",""
"1993","Valled'Aosta/Valléed'Aoste","Personspersquarekilometre","35.9",""
"1993","Valled'Aosta/Valléed'Aoste","Personspersquarekilometre","35.9",""
"1993","Liguria","Personspersquarekilometre","311.0",""
"1993","Imperia","Personspersquarekilometre","186.2",""
"1993","Savona","Personspersquarekilometre","185.9",""
"1993","Genova","Personspersquarekilometre","518.4",""
"1993","LaSpezia","Personspersquarekilometre","261.3",""
"1993","Lombardia","Personspersquarekilometre","389.3",""
"1993","Varese","Personspersquarekilometre","719.3",""
"1993","Como","Personspersquarekilometre","442.4",""
"1993","Lecco","Personspersquarekilometre","400.1",""
"1993","Sondrio","Personspersquarekilometre","55.9",""
"1993","Bergamo","Personspersquarekilometre","346.5",""
"1993","Brescia","Personspersquarekilometre","234.7",""
"1993","Pavia","Personspersquarekilometre","171.8",""
"1993","Lodi","Personspersquarekilometre","250.8",""
"1993","Cremona","Personspersquarekilometre","193.8",""
"1993","Mantova","Personspersquarekilometre","166.6",""
"1993","Milano","Personspersquarekilometre",":",""
"1993","MonzaedellaBrianza","Personspersquarekilometre",":",""
"1993","Nord-Est","Personspersquarekilometre",":",""
"1993","ProvinciaAutonomadiBolzano/Bozen","Personspersquarekilometre","60.2",""
"1993","Bolzano-Bozen","Personspersquarekilometre","60.2",""
"1993","ProvinciaAutonomadiTrento","Personspersquarekilometre","73.7",""
"1993","Trento","Personspersquarekilometre","73.7",""
"1993","Veneto","Personspersquarekilometre","250.4",""
"1993","Verona","Personspersquarekilometre","275.4",""
"1993","Vicenza","Personspersquarekilometre","280.6",""
"1993","Belluno","Personspersquarekilometre","58.8",""
"1993","Treviso","Personspersquarekilometre","311.8",""
"1993","Venezia","Personspersquarekilometre","375.6",""
"1993","Padova","Personspersquarekilometre","391.7",""
"1993","Rovigo","Personspersquarekilometre","144.7",""
"1993","Friuli-VeneziaGiulia","Personspersquarekilometre","157.7",""
"1993","Pordenone","Personspersquarekilometre","127.2",""
"1993","Udine","Personspersquarekilometre","110.2",""
"1993","Gorizia","Personspersquarekilometre","302.7",""
"1993","Trieste","Personspersquarekilometre","1219.9",""
"1993","Emilia-Romagna","Personspersquarekilometre",":",""
"1993","Piacenza","Personspersquarekilometre","106.7",""
"1993","Parma","Personspersquarekilometre","117.3",""
"1993","Reggionell'Emilia","Personspersquarekilometre","188.5",""
"1993","Modena","Personspersquarekilometre","230.8",""
"1993","Bologna","Personspersquarekilometre","247.2",""
"1993","Ferrara","Personspersquarekilometre","140.2",""
"1993","Ravenna","Personspersquarekilometre","194.8",""
"1993","Forlì-Cesena","Personspersquarekilometre","149.3",""
"1993","Rimini","Personspersquarekilometre",":",""
"1993","Centro(IT)","Personspersquarekilometre",":",""
"1993","Toscana","Personspersquarekilometre","155.3",""
"1993","Massa-Carrara","Personspersquarekilometre","177.5",""
"1993","Lucca","Personspersquarekilometre","217.2",""
"1993","Pistoia","Personspersquarekilometre","277.7",""
"1993","Firenze","Personspersquarekilometre","276.0",""
"1993","Prato","Personspersquarekilometre","606.0",""
"1993","Livorno","Personspersquarekilometre","278.6",""
"1993","Pisa","Personspersquarekilometre","160.3",""
"1993","Arezzo","Personspersquarekilometre","98.6",""
"1993","Siena","Personspersquarekilometre","66.2",""
"1993","Grosseto","Personspersquarekilometre","48.6",""
"1993","Umbria","Personspersquarekilometre","98.4",""
"1993","Perugia","Personspersquarekilometre","95.8",""
"1993","Terni","Personspersquarekilometre","106.0",""
"1993","Marche","Personspersquarekilometre",":",""
"1993","PesaroeUrbino","Personspersquarekilometre",":",""
"1993","Ancona","Personspersquarekilometre","229.4",""
"1993","Macerata","Personspersquarekilometre","107.3",""
"1993","AscoliPiceno","Personspersquarekilometre",":",""
"1993","Fermo","Personspersquarekilometre",":",""
"1993","Lazio","Personspersquarekilometre","305.4",""
"1993","Viterbo","Personspersquarekilometre","81.4",""
"1993","Rieti","Personspersquarekilometre","53.3",""
"1993","Roma","Personspersquarekilometre","716.9",""
"1993","Latina","Personspersquarekilometre","217.2",""
"1993","Frosinone","Personspersquarekilometre","148.8",""
"1993","Sud","Personspersquarekilometre","193.7",""
"1993","Abruzzo","Personspersquarekilometre","117.4",""
"1993","L'Aquila","Personspersquarekilometre","59.4",""
"1993","Teramo","Personspersquarekilometre","146.8",""
"1993","Pescara","Personspersquarekilometre","242.0",""
"1993","Chieti","Personspersquarekilometre","150.5",""
"1993","Molise","Personspersquarekilometre","75.4",""
"1993","Isernia","Personspersquarekilometre","60.9",""
"1993","Campobasso","Personspersquarekilometre","83.0",""
"1993","Campania","Personspersquarekilometre","422.9",""
"1993","Caserta","Personspersquarekilometre","317.3",""
"1993","Benevento","Personspersquarekilometre","144.1",""
"1993","Napoli","Personspersquarekilometre","2611.0",""
"1993","Avellino","Personspersquarekilometre","159.4",""
"1993","Salerno","Personspersquarekilometre","221.5",""
"1993","Puglia","Personspersquarekilometre","210.7",""
"1993","Taranto","Personspersquarekilometre","243.3",""
"1993","Brindisi","Personspersquarekilometre","224.5",""
"1993","Lecce","Personspersquarekilometre","292.1",""
"1993","Foggia","Personspersquarekilometre",":",""
"1993","Bari","Personspersquarekilometre",":",""
"1993","Barletta-Andria-Trani","Personspersquarekilometre",":",""
