VIma.call,MApcr,Latitude,Longitude
0,32.36,56.025,-160.825
0,33.06,40.93,-111.95
0,32.34,29.60833333,-94.42805556
0,50,42.55563,-118.51764
0,50,46.89266968,-124.0437012
0,50,60.5045,-164.5854
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,55.4041,-162.71549
0,50,7.45599,134.52414
0,50,63.77609,-171.700001
0,50,60.8394,-164.9931
0,50,58.60084288,-156.6927856
0,50,66.33295,-147.99663
0,50,61.314376,-165.786504
0,50,41.9963,-121.626656
0,50,48.1669,-98.9038
0,50,29.567,-94.533
0,50,32.587,-92.142
0,50,27.82728,-80.7089
0,50,39.60636,-75.41409
0,50,38.464,-98.657
0,50,43.728666,-91.2242
0,50,43.35525,-84.00822
0,31.28,39.295,-93.31972
1,24.95,39.295,-93.31972
0,50,39.301201,-122.083536
0,30.46,39.30902,-122.1068
0,38.49,39.30902,-122.1068
0,31.32,39.6435,-118.4414
0,28.56,48.74796,-100.83883
0,50,39.30596,-122.10967
0,31.33,29.60833333,-94.42805556
0,50,46.89266968,-124.0437012
0,50,60.3149,-165.0609
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,71.25949,-156.51035
0,50,61.4068875,-165.4287737
0,50,66.33295,-147.99663
0,37.17,61.5762,-163.8977
0,40.55,61.314376,-165.786504
0,50,58.35295,-134.51201
1,28.96,48.7956,-100.89223
0,50,41.9963,-121.626656
0,50,27.82728,-80.7089
0,50,43.728666,-91.2242
0,50,43.35525,-84.00822
0,50,39.295,-93.31972
1,31.97,47.06999969,-119.4300003
0,50,43.30606,-70.56965
0,50,39.30596,-122.10967
0,50,29.60833333,-94.42805556
0,50,60.3149,-165.0609
0,50,66.1524,-166.0419
0,50,60.4832,-164.0521
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,56.025,-160.825
0,50,63.77609,-171.700001
0,31.53,61.562,-162.523
0,50,56.023711,-160.819395
0,50,66.33295,-147.99663
0,40.55,61.314376,-165.786504
0,50,41.9963,-121.626656
0,50,46.92499924,-119.5920029
0,50,42.66187,-113.37732
0,50,48.631075,-92.964184
0,50,38.464,-98.657
0,50,38.464,-98.657
0,50,43.728666,-91.2242
0,50,43.35525,-84.00822
0,50,39.295,-93.31972
1,34.79,64.8789,-148.8436
0,31.6,56.023711,-160.819395
0,24.84,39.6435,-118.4414
1,29.93,55.1811,-162.92619
0,50,29.60833333,-94.42805556
0,50,42.55563,-118.51764
0,50,60.3149,-165.0609
0,50,70.0763,-145.52092
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,63.77609,-171.700001
0,50,61.4068875,-165.4287737
0,50,56.023711,-160.819395
0,50,66.33295,-147.99663
0,33.09,64.91,-148.801
0,36.12,61.5762,-163.8977
0,40.55,61.314376,-165.786504
0,50,58.35295,-134.51201
0,50,41.9963,-121.626656
1,29.43,48.1669,-98.9038
0,30.33,39.4298,-122.1864
0,50,36.67113,-120.31881
0,50,29.567,-94.533
0,50,38.464,-98.657
0,50,43.728666,-91.2242
0,50,43.35525,-84.00822
0,50,39.30902,-122.1068
0,50,39.295,-93.31972
0,50,39.301201,-122.083536
0,33.04,65.42,-156.05
0,33.41,39.30902,-122.1068
0,27.19,39.6435,-118.4414
1,25.03,63.59705,-171.6768
0,28.9,63.19754,-170.25571
0,50,39.30596,-122.10967
0,50,66.1524,-166.0419
0,50,60.83301,-165.0131
0,50,60.4832,-164.0521
0,50,67.05,-162.56
0,35.48,61.3255,-163.4436
0,50,64.91,-148.801
0,50,56.025,-160.825
0,50,60.1308,-162.0128
0,36.8,61.5762,-163.8977
0,40.55,61.314376,-165.786504
1,29.61,58.35295,-134.51201
0,50,41.9963,-121.626656
0,50,48.1669,-98.9038
0,31.71,37.4766,-106.04821
0,50,38.464,-98.657
0,50,43.728666,-91.2242
0,50,43.35525,-84.00822
0,50,39.295,-93.31972
0,50,39.301201,-122.083536
0,40.71,70.410583,-150.33199
0,50,39.30902,-122.1068
1,22.81,45.8953,-119.5578
0,50,42.55563,-118.51764
0,38.9,13.47703,144.7757
0,50,60.83301,-165.0131
0,39.27,61.3255,-163.4436
0,50,64.91,-148.801
0,50,61.562,-162.523
0,50,55.2689,-162.8982
0,50,61.4068875,-165.4287737
0,27.59,56.023711,-160.819395
0,50,66.33295,-147.99663
0,36.13,61.5762,-163.8977
0,40.55,61.314376,-165.786504
0,50,41.9963,-121.626656
0,35.03,47.11199951,-119.1009979
0,50,48.0516,-99.0928
0,50,39.60636,-75.41409
0,50,43.728666,-91.2242
0,50,43.35525,-84.00822
0,50,39.295,-93.31972
0,34.06,39.30902,-122.1068
0,31.32,45.8953,-119.5578
1,50,29.60833333,-94.42805556
0,50,46.89266968,-124.0437012
0,50,60.83301,-165.0131
0,34.43,60.825,-164.6833
0,50,61.3255,-163.4436
0,27.59,64.91,-148.801
0,50,60.1308,-162.0128
0,50,55.2894,-162.8455
0,50,56.023711,-160.819395
0,50,66.33295,-147.99663
0,50,61.314376,-165.786504
0,50,41.9963,-121.626656
0,50,36.67113,-120.31881
0,50,29.567,-94.533
0,50,32.587,-92.142
0,50,27.82728,-80.7089
0,33.88,43.903916,-91.323527
0,50,43.35525,-84.00822
0,50,39.295,-93.31972
0,27.36,39.295,-93.31972
0,50,39.301201,-122.083536
0,33.16,66.1524,-166.0419
1,23.55,39.30902,-122.1068
0,31,60.53028,-165.1025
0,32.65,45.8953,-119.5578
0,50,42.55563,-118.51764
0,50,13.4786,144.81819
0,50,66.1524,-166.0419
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,29.93,56.025,-160.825
0,50,60.1308,-162.0128
0,50,61.562,-162.523
0,50,41.9963,-121.626656
1,27.36,43.52165,-116.58795
0,50,32.587,-92.142
0,50,27.82728,-80.7089
0,50,38.464,-98.657
0,50,38.464,-98.657
0,37.88,43.903916,-91.323527
0,50,43.35525,-84.00822
1,25.65,39.30902,-122.1068
0,50,39.295,-93.31972
0,31.76,47.06000137,-119.6299725
1,25.41,61.5083,-149.3693
0,35.72,41.4606071,-82.9965824
1,27.67,55.1811,-162.92619
0,50,39.30596,-122.10967
1,25.23,63.77,-171.74
1,30.65,63.03417,-163.55333
0,50,46.89266968,-124.0437012
0,50,60.83301,-165.0131
0,50,70.0763,-145.52092
0,50,66.197,-161.155
0,50,61.3255,-163.4436
0,30.24,64.91,-148.801
0,30.07,55.26887,-162.89824
0,50,58.3561,-134.5279
0,50,60.1308,-162.0128
0,50,59.562,-164.0229
0,50,66.33295,-147.99663
0,50,61.314376,-165.786504
0,50,41.9963,-121.626656
0,50,48.0516,-99.0928
0,50,29.567,-94.533
0,50,32.587,-92.142
0,50,38.464,-98.657
0,50,38.464,-98.657
1,28.97,43.903916,-91.323527
0,50,43.35525,-84.00822
0,50,39.4298,-122.1864
0,50,39.295,-93.31972
0,27.45,47.06000137,-119.6299973
0,34.21,61.93889,-162.875
0,29.35,41.4606071,-82.9965824
0,38.26,39.30902,-122.1068
0,50,39.30596,-122.10967
0,50,29.60833333,-94.42805556
0,50,64.91,-148.801
0,50,60.1308,-162.0128
0,50,59.562,-164.0229
0,50,71.24121,-156.55457
0,50,41.9963,-121.626656
1,38.41,48.0516,-99.0928
0,30.98,36.67113,-120.31881
0,50,27.82728,-80.7089
0,50,39.60636,-75.41409
0,38.62,43.903916,-91.323527
0,50,43.35525,-84.00822
0,50,39.3667,-121.8692
0,40.29,43.65132,-91.25681
0,34.6,63.77,-171.74
0,50,29.60833333,-94.42805556
0,50,42.55563,-118.51764
0,50,47.03253937,-124.1656189
0,50,61.3152,-166.0548
0,50,60.0857,-164.1708
0,50,66.717,-161.6025
0,50,64.91,-148.801
0,50,55.4041,-162.71549
0,50,55.3207,-162.7093
0,50,60.1308,-162.0128
0,50,59.562,-164.0229
0,50,61.562,-162.523
0,50,60.1308,-162.0128
0,50,60.8394,-164.9931
0,50,58.59080764,-156.7223803
0,50,67.0527,-161.5573
0,50,66.33295,-147.99663
0,40.55,61.314376,-165.786504
0,38.36,61.5112,-149.5577
1,35.98,47.11199951,-119.1009979
0,50,43.5758,-116.68577
1,36.15,48.76,-98.371
0,50,39.6435,-118.4414
0,50,39.415038,-122.190948
0,50,39.06185,-121.73863
0,50,43.8606389,-69.3819911
0,50,43.903916,-91.323527
0,50,39.26126,-90.80387
0,33.14,43.90391541,-91.32352448
0,50,43.35525,-84.00822
0,50,38.464,-98.657
0,50,39.295,-93.31972
0,50,39.301201,-122.083536
0,28.34,61.93889,-162.875
0,34.87,47.06000137,-119.6299725
0,34.48,41.4606071,-82.9965824
0,33.73,39.30902,-122.1068
0,34.58,43.041,-112.553
0,50,39.30596,-122.10967
0,34.97,64.74822,-164.76588
0,50,70.13825,-146.00845
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,56.025,-160.825
0,50,63.77609,-171.700001
0,50,60.1308,-162.0128
0,50,59.562,-164.0229
0,50,61.562,-162.523
0,50,71.30004,-156.6272
0,50,55.2689,-162.8982
0,50,66.33295,-147.99663
0,50,61.314376,-165.786504
0,50,41.9963,-121.626656
0,50,48.0516,-99.0928
0,50,29.567,-94.533
0,50,32.587,-92.142
0,50,27.82728,-80.7089
0,50,43.903916,-91.323527
0,36.85,43.35525,-84.00822
0,50,39.295,-93.31972
1,35.77,46.51118851,-124.0680008
1,34.94,61.5061,-149.5482
0,40.7,41.4606071,-82.9965824
0,30.07,39.6435,-118.4414
1,28.02,55.2659,-162.86774
0,32.53,48.74796,-100.83883
0,50,29.60833333,-94.42805556
0,50,60.83301,-165.0131
0,50,60.825,-164.6833
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,63.77609,-171.700001
0,50,60.1308,-162.0128
0,29.29,61.562,-162.523
0,50,60.1308,-162.0128
0,50,71.29629,-156.64535
0,50,66.33295,-147.99663
0,50,61.314376,-165.786504
1,31.03,48.7956,-100.89223
0,50,41.9963,-121.626656
0,50,48.0516,-99.0928
0,50,27.82728,-80.7089
0,50,38.464,-98.657
0,38.03,43.903916,-91.323527
0,50,43.35525,-84.00822
0,34.07,39.295,-93.31972
0,33.07,47.06999969,-119.4300003
0,29.19,65.42,-156.05
0,33.71,64.27,-157.49
0,37.15,37.68106,-121.19553
0,32.18,56.023711,-160.819395
1,27.09,43.93147,-91.30849
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,56.025,-160.825
0,50,71.2932,-156.65332
0,50,66.33295,-147.99663
0,50,41.9963,-121.626656
1,31.81,47.11199951,-119.1009979
1,50,48.2625,-99.4403
1,26.04,39.4298,-122.1864
0,50,36.67113,-120.31881
0,50,38.464,-98.657
0,50,43.903916,-91.323527
0,50,43.35525,-84.00822
0,50,39.295,-93.31972
0,39.47,66.45172,-145.53523
0,38.75,41.4606071,-82.9965824
0,50,29.60833333,-94.42805556
0,50,60.4844,-161.2609
0,50,66.1524,-166.0419
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,56.025,-160.825
0,50,58.3561,-134.5279
0,50,63.77609,-171.700001
0,50,60.1308,-162.0128
0,50,59.562,-164.0229
0,50,55.2689,-162.8982
0,50,61.4068875,-165.4287737
0,50,66.33295,-147.99663
0,50,61.314376,-165.786504
0,50,41.9963,-121.626656
0,50,29.567,-94.533
0,50,32.587,-92.142
0,50,38.464,-98.657
0,37.33,43.903916,-91.323527
0,50,43.35525,-84.00822
0,50,39.295,-93.31972
1,34.41,64.9042,-148.8141
0,37.67,43.93147,-91.30849
0,31.69,41.4606071,-82.9965824
0,30.46,39.6435,-118.4414
0,50,39.30596,-122.10967
0,50,46.89266968,-124.0437012
0,50,60.83301,-165.0131
0,50,70.636,-160.038
0,50,59.4456,-161.5457
0,50,60.4832,-164.0521
0,50,61.3255,-163.4436
0,50,64.91,-148.801
1,20.59,58.3561,-134.5279
0,50,55.3066,-162.7412
0,38,56.023711,-160.819395
0,50,58.35295,-134.51201
0,50,41.9963,-121.626656
1,35.19,43.52165,-116.58795
0,50,29.567,-94.533
0,50,39.60636,-75.41409
0,50,38.464,-98.657
0,50,38.464,-98.657
0,39.38,43.903916,-91.323527
0,50,43.35525,-84.00822
0,50,39.295,-93.31972
0,50,39.301201,-122.083536
0,40.98,58.35295,-134.51201
0,36.86,39.30902,-122.1068
1,31.36,39.6435,-118.4414
1,31.35,63.3911,-171.2164
0,50,42.55563,-118.51764
0,50,46.89266968,-124.0437012
0,50,60.83301,-165.0131
0,50,61.3255,-163.4436
0,28.78,64.91,-148.801
0,50,55.26887,-162.89824
0,50,60.1308,-162.0128
0,50,55.2689,-162.8982
0,33.29,56.023711,-160.819395
0,50,66.33295,-147.99663
0,50,41.9963,-121.626656
0,50,47.11199951,-119.1009979
1,32.71,48.0516,-99.0928
0,34.52,26.59882,-80.59114
0,50,38.464,-98.657
0,50,43.903916,-91.323527
0,50,39.4298,-122.1864
1,34.18,39.295,-93.31972
0,50,43.30606,-70.56965
1,28.87,62.999167,-158.931667
0,31.02,39.30902,-122.1068
0,27.45,45.8953,-119.5578
1,33.36,43.041,-112.533
0,50,39.30596,-122.10967
1,50,29.60833333,-94.42805556
0,50,60.825,-164.6833
0,50,66.442,-158.905
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,32.75,58.3561,-134.5279
0,50,63.77609,-171.700001
0,50,56.023711,-160.819395
0,50,66.33295,-147.99663
0,50,41.9963,-121.626656
1,32.49,39.4298,-122.1864
0,30.77,36.67113,-120.31881
0,50,39.60636,-75.41409
1,37.28,26.59882,-80.59114
1,27.03,38.464,-98.657
0,50,38.464,-98.657
0,28.95,43.903916,-91.323527
0,50,39.295,-93.31972
1,24.04,39.30902,-122.1068
0,39.5,56.023711,-160.819395
0,50,39.30596,-122.10967
1,31.78,29.60833333,-94.42805556
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,31.05,56.025,-160.825
0,50,63.77609,-171.700001
0,50,60.1308,-162.0128
0,50,56.023711,-160.819395
0,50,66.33295,-147.99663
0,50,61.314376,-165.786504
0,50,41.9963,-121.626656
0,50,36.67113,-120.31881
0,39.56,26.59882,-80.59114
0,50,43.903916,-91.323527
0,27.92,39.3667,-121.8692
0,50,39.295,-93.31972
0,50,39.301201,-122.083536
0,39.24,41.4606071,-82.9965824
0,27.47,39.30902,-122.1068
0,50,39.30596,-122.10967
0,32.5,63.03417,-163.55333
0,50,29.60833333,-94.42805556
0,50,46.89266968,-124.0437012
0,50,66.1524,-166.0419
0,50,60.83301,-165.0131
0,50,60.4832,-164.0521
0,50,67.05,-162.56
0,50,64.91,-148.801
0,50,56.025,-160.825
0,23.49,61.562,-162.523
0,50,55.2689,-162.8982
0,50,56.023711,-160.819395
0,50,64.91,-148.801
0,50,61.314376,-165.786504
0,50,41.9963,-121.626656
0,50,48.0558,-98.8581
0,50,39.60636,-75.41409
0,30.97,26.59882,-80.59114
0,50,38.464,-98.657
0,50,43.903916,-91.323527
0,50,39.295,-93.31972
0,32.34,66.33292,-147.99669
0,50,39.301201,-122.083536
0,30.51,61.93889,-162.875
0,37.91,39.30902,-122.1068
0,37.71,66.45172,-145.53523
0,30.25,56.023711,-160.819395
1,30.86,43.93147,-91.30849
0,22.78,45.8953,-119.5578
0,50,39.30596,-122.10967
0,50,29.60833333,-94.42805556
0,50,42.55563,-118.51764
0,50,46.89266968,-124.0437012
0,50,66.1524,-166.0419
0,50,66.717,-161.6025
0,38.45,64.91,-148.801
0,34.55,55.26887,-162.89824
0,50,63.77609,-171.700001
0,29.28,61.562,-162.523
0,50,71.24375,-156.5402
0,50,61.4068875,-165.4287737
0,50,56.023711,-160.819395
0,50,66.33295,-147.99663
0,50,61.314376,-165.786504
0,50,41.9963,-121.626656
0,50,59.4456,-161.5457
0,34.47,26.59882,-80.59114
0,50,33.84,-90.09
1,31.37,65.42,-156.05
0,38.82,39.30902,-122.1068
0,40,39.30902,-122.1068
1,30,61.93889,-162.875
0,30.67,55.1811,-162.9262
0,50,39.30596,-122.10967
0,21.1,61.93889,-162.875
0,50,29.60833333,-94.42805556
0,50,42.55563,-118.51764
0,50,47.03253937,-124.1656189
0,50,66.1524,-166.0419
0,50,66.197,-161.155
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,59.562,-164.0229
0,50,60.8394,-164.9931
0,50,63.2023,-158.63594
0,50,57.98244,-157.23643
0,50,56.023711,-160.819395
0,34.32,66.33295,-147.99663
0,50,61.5762,-163.8977
0,50,61.2572,-150.772
0,50,42.2009,-111.3652
1,36.73,47.11199951,-119.1009979
0,50,43.5758,-116.68577
0,50,39.6435,-118.4414
0,50,48.334,-99.111
0,50,39.415038,-122.190948
0,35.31,29.60833333,-94.42805556
0,50,39.06185,-121.73863
0,39.38,48.453322,-92.921289
0,50,43.903916,-91.323527
0,50,43.90391541,-91.32352448
1,21.4,38.464,-98.657
0,50,43.35525,-84.00822
0,50,38.464,-98.657
0,50,39.3667,-121.8692
0,50,39.295,-93.31972
0,50,43.30606,-70.56965
0,50,39.301201,-122.083536
0,30.83,43.93147,-91.30849
0,39.04,41.4606071,-82.9965824
0,28.13,39.30902,-122.1068
0,33.69,63.03417,-163.55333
0,50,60.4832,-164.0521
0,38.16,61.3255,-163.4436
0,50,64.91,-148.801
0,50,64.3004,-165.2423
0,50,61.314376,-165.786504
0,50,41.9963,-121.626656
1,34.22,47.11199951,-119.1009979
0,50,39.4298,-122.1864
0,50,43.5344,-68.4407
0,50,39.60636,-75.41409
0,35.4,26.59882,-80.59114
1,24.54,38.464,-98.657
0,50,39.3667,-121.8692
0,50,39.295,-93.31972
0,32.08,48.25329971,-122.3342972
0,50,43.30606,-70.56965
1,31.57,64.27,-157.49
0,33.95,58.19041,-157.52777
1,32.69,43.93147,-91.30849
1,28.49,39.30902,-122.1068
0,50,46.89266968,-124.0437012
0,50,59.4456,-161.5457
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,59.562,-164.0229
0,50,61.562,-162.523
0,50,60.1308,-162.0128
0,50,66.33295,-147.99663
0,50,61.314376,-165.786504
0,50,58.35295,-134.51201
1,27.43,41.9963,-121.626656
0,50,47.11199951,-119.1009979
0,50,36.67113,-120.31881
0,50,29.567,-94.533
0,50,39.60636,-75.41409
0,33.38,26.59882,-80.59114
0,50,39.295,-93.31972
1,33.19,39.3667,-121.8692
0,31.44,47.06000137,-119.6299973
0,50,43.30606,-70.56965
0,27.93,63.37463,-162.42215
0,24.37,63.0203,-163.3312
0,38.62,43.93147,-91.30849
1,27.59,42.55563,-118.51764
0,50,46.89266968,-124.0437012
0,50,66.1524,-166.0419
0,50,70.0763,-145.52092
0,50,66.514,-159.253
0,50,61.3255,-163.4436
0,29.43,64.91,-148.801
0,50,60.1308,-162.0128
0,50,61.562,-162.523
0,50,61.4068875,-165.4287737
0,50,56.023711,-160.819395
0,50,66.33295,-147.99663
0,50,61.5762,-163.8977
0,50,61.314376,-165.786504
1,24.64,58.35295,-134.51201
0,50,41.9963,-121.626656
0,50,43.5344,-68.4407
0,50,29.567,-94.533
0,30.03,26.59882,-80.59114
0,50,38.464,-98.657
0,50,39.295,-93.31972
0,50,39.3667,-121.8692
0,50,43.30606,-70.56965
1,22.43,64.8792,-148.8215
0,50,39.301201,-122.083536
1,27.22,65.42,-156.05
0,38.34,63.0203,-163.3312
1,16.6,62.9875,-158.920278
0,43,41.4606071,-82.9965824
1,29.78,39.30902,-122.1068
0,50,29.60833333,-94.42805556
0,50,46.89266968,-124.0437012
0,50,66.1524,-166.0419
0,50,70.636,-160.038
0,50,61.3255,-163.4436
0,50,64.91,-148.801
1,25.78,56.025,-160.825
0,50,60.1308,-162.0128
0,37.92,61.5762,-163.8977
0,50,61.314376,-165.786504
0,50,41.9963,-121.626656
0,50,48.114,-98.896
0,50,43.5344,-68.4407
0,50,29.567,-94.533
0,50,39.60636,-75.41409
1,37.66,26.59882,-80.59114
0,50,38.464,-98.657
0,50,39.295,-93.31972
0,33.68,61.3255,-163.4436
0,50,43.30606,-70.56965
1,24.85,64.8961,-148.7724
1,34.47,65.42,-156.05
0,43.29,63.0203,-163.3312
0,36.61,66.45172,-145.53523
1,24.14,39.30902,-122.1068
0,29.12,39.30596,-122.10967
1,33.04,42.55563,-118.51764
0,50,46.89266968,-124.0437012
0,50,60.4832,-164.0521
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,56.025,-160.825
0,50,60.1308,-162.0128
0,50,61.4068875,-165.4287737
0,50,56.023711,-160.819395
0,32.61,66.33295,-147.99663
0,29.02,61.5762,-163.8977
1,42.3,58.35295,-134.51201
1,30.68,41.9963,-121.626656
0,50,36.67113,-120.31881
1,32.42,26.59882,-80.59114
0,50,39.295,-93.31972
1,31.91,39.3667,-121.8692
0,27.63,47.06000137,-119.6299973
1,24.28,65.42,-156.05
1,34.28,62.9875,-158.920278
0,40.04,66.45172,-145.53523
0,30.82,39.30902,-122.1068
1,27,60.53028,-165.1025
0,50,42.55563,-118.51764
0,50,13.28096,144.75703
0,50,61.3255,-163.4436
0,50,64.91,-148.801
1,29.06,58.3561,-134.5279
0,50,60.1308,-162.0128
0,50,61.562,-162.523
0,50,60.1308,-162.0128
0,50,66.33295,-147.99663
0,39.42,61.5762,-163.8977
0,50,61.314376,-165.786504
0,50,41.9963,-121.626656
0,50,47.11199951,-119.1009979
0,50,36.67113,-120.31881
0,50,29.567,-94.533
1,29,26.59882,-80.59114
0,50,39.295,-93.31972
0,31.61,66.277,-161.0226
0,50,43.38906,-70.42957
1,31.07,64.27,-157.49
0,28.65,39.30902,-122.1068
1,33.05,55.1811,-162.92619
1,23.67,55.23136,-162.85267
0,50,39.30596,-122.10967
0,50,29.60833333,-94.42805556
0,50,13.28096,144.75703
0,50,70.0763,-145.52092
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,56.025,-160.825
0,50,60.1308,-162.0128
0,50,61.562,-162.523
0,50,61.4068875,-165.4287737
1,30.21,61.5762,-163.8977
0,50,61.314376,-165.786504
0,50,58.35295,-134.51201
0,50,41.9963,-121.626656
0,31.34,36.67113,-120.31881
0,50,26.59882,-80.59114
0,50,39.295,-93.31972
0,50,43.38906,-70.42957
0,26.66,63.0203,-163.3312
0,40.43,56.023711,-160.819395
0,39.35,43.93147,-91.30849
0,39.41,39.30902,-122.1068
0,30.76,43.041,-112.533
0,50,66.1524,-166.0419
0,50,60.825,-164.6833
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,59.562,-164.0229
0,50,56.023711,-160.819395
0,38.05,61.5762,-163.8977
0,50,61.314376,-165.786504
0,50,41.9963,-121.626656
0,50,47.11199951,-119.1009979
0,50,48.114,-98.896
0,50,36.67113,-120.31881
0,30.71,58.52276667,-156.9534667
0,50,39.60636,-75.41409
0,36.54,26.59882,-80.59114
0,50,38.464,-98.657
0,50,39.295,-93.31972
0,50,43.38906,-70.42957
0,34.48,39.30902,-122.1068
0,36.52,63.0203,-163.3312
0,42.95,41.4606071,-82.9965824
0,33.99,39.30596,-122.10967
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,59.562,-164.0229
0,50,61.562,-162.523
0,50,55.2894,-162.8455
0,50,61.4068875,-165.4287737
0,50,66.33295,-147.99663
0,37.64,61.5762,-163.8977
0,50,41.9963,-121.626656
0,50,47.11199951,-119.1009979
0,50,29.567,-94.533
0,50,39.60636,-75.41409
0,26.12,26.59882,-80.59114
0,50,43.38906,-70.42957
0,24.51,47.06000137,-119.6299725
1,32.11,62.9875,-158.920278
0,37.41,43.93147,-91.30849
1,28.05,63.4931,-162.26498
0,24.13,61.53111,-164.04139
0,50,60.83301,-165.0131
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,60.1308,-162.0128
0,50,61.562,-162.523
1,33.48,55.2894,-162.8455
0,50,56.023711,-160.819395
0,35.75,61.5762,-163.8977
0,50,42.2078223,-111.3387572
0,50,39.29305,-122.08064
0,50,38.464,-98.657
0,50,41.37131,-69.59065
0,50,42.24792,-83.21528
0,31.83,39.3667,-121.8692
1,27.41,46.51118851,-124.0680008
0,50,33.84,-90.09
0,37.93,37.68106,-121.19553
1,33.53,42.20086,-111.3652
0,50,39.30596,-122.10967
0,50,29.60833333,-94.42805556
0,50,42.55563,-118.51764
0,50,60.0857,-164.1708
0,50,66.1524,-166.0419
0,50,59.562,-164.0229
0,50,60.4832,-164.0521
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,34.76,58.3561,-134.5279
0,50,63.77609,-171.700001
0,50,60.1308,-162.0128
0,50,59.562,-164.0229
0,50,63.2023,-158.63594
0,50,58.64690512,-156.8607729
0,50,67.0527,-161.5573
0,50,56.023711,-160.819395
0,50,66.33295,-147.99663
0,50,42.2009,-111.3652
1,33.76,47.11199951,-119.1009979
0,50,39.415038,-122.190948
0,50,39.06185,-121.73863
0,50,48.453322,-92.921289
0,50,43.8606389,-69.3819911
0,50,28.813315,-81.763621
0,39.75,43.903916,-91.323527
0,50,40.842,-111.985
0,50,39.26126,-90.80387
0,34.53,43.90391541,-91.32352448
0,42.12,38.464,-98.657
0,50,43.35525,-84.00822
0,50,38.464,-98.657
