VIma.call,MApcr,Latitude,Longitude
0,50,39.18901,-74.95148
0,50,32.597,-92.227
0,50,43.90392,-91.32352
0,50,43.35525,-84.00822
0,50,29.11744,-81.93363
0,50,41.99594,-121.6247
0,50,43.33333,-84.08222
0,50,43.57574,-116.6856
0,50,36.67113,-120.3188
0,29.15,39.19335,-122.0573
1,31.87,60.38806,-166.185
0,50,39.30596,-122.1097
0,50,63.0203,-163.3312
0,50,66.1524,-166.0419
0,50,64.27,-157.49
0,50,60.1308,-162.0128
0,50,69.93553,-131.1775
0,50,61.31438,-165.7865
0,50,39.29305,-122.0806
1,31.62,38.464,-98.657
0,50,39.30902,-122.1068
0,33.55,29.60833,-94.42806
0,50,36.73884,-89.31104
0,32.26,44,-89
0,37.66,42.76,-96.69
0,39.57,39.25408,-90.79362
0,37.53,45.1528,-101.5098
1,34.1,43.33333,-84.08222
0,50,39.97828,-95.24059
1,33.8,47.06,-119.63
0,50,42.89319,-118.8625
0,50,37.15257,-89.04427
0,50,56.02371,-160.8194
0,37.6,39.3012,-122.0835
0,50,43.57574,-116.6856
0,50,39.295,-93.31972
0,50,63.0203,-163.3312
0,50,71.32356,-156.6707
0,50,64.27,-157.49
0,50,70.8036,-154.4979
0,50,61.3255,-163.4436
0,50,70.41421,-150.701
0,50,61.2572,-150.772
0,50,13.49388,144.8188
0,50,7.49182,134.4852
0,50,64.3004,-165.2423
0,50,60.1308,-162.0128
0,50,60.0857,-164.1708
0,50,61.19178,-165.1061
0,50,61.31438,-165.7865
0,50,39.29305,-122.0806
0,50,38.464,-98.657
0,50,39.30902,-122.1068
0,50,39.60636,-75.41409
0,50,36.73884,-89.31104
1,32.64,44,-89
0,50,39.25408,-90.79362
0,50,42.76,-96.69
1,35.78,45.1528,-101.5098
0,38.87,43.33333,-84.08222
0,50,39.97828,-95.24059
0,50,37.15257,-89.04427
0,44.42,39.3012,-122.0835
0,50,39.295,-93.31972
0,39.95,47.01,-119.49
0,39.61,64.91058,-148.8015
0,50,60.83301,-165.0131
0,50,64.27,-157.49
0,50,59.4456,-161.5457
0,50,69.93553,-131.1775
0,50,56.02371,-160.8194
0,50,61.31438,-165.7865
0,50,48.31,-98.599
0,50,39.29305,-122.0806
0,37.79,45.6367,-122.6415
0,50,42.0914,-83.4327
0,50,36.73884,-89.31104
0,50,44,-89
0,50,39.25408,-90.79362
0,50,42.76,-96.69
0,50,45.1528,-101.5098
0,50,43.33333,-84.08222
0,50,39.97828,-95.24059
0,34.07,35.71,-76.57
0,50,36.67113,-120.3188
0,50,39.295,-93.31972
0,50,39.5,-91.2
0,31.46,43.57581,-116.6858
1,30.11,64.91058,-148.8015
0,50,64.27,-157.49
0,50,13.54413,144.8299
0,50,64.3004,-165.2423
0,50,60.0857,-164.1708
0,50,59.4456,-161.5457
0,50,39.29305,-122.0806
0,50,39.30902,-122.1068
0,50,39.60636,-75.41409
0,50,36.73884,-89.31104
0,50,44,-89
0,50,39.25408,-90.79362
0,40.14,45.1528,-101.5098
1,39.85,39.97828,-95.24059
0,50,39.5,-91.2
0,33.81,41.48309,-71.28847
0,30.04,63.03417,-163.5533
0,50,46.89267,-124.0437
0,50,61.18648,-165.4641
0,50,66.1524,-166.0419
0,50,60.83301,-165.0131
0,50,64.27,-157.49
0,50,56.025,-160.825
0,50,61.2572,-150.772
0,50,7.49182,134.4852
0,50,64.3004,-165.2423
0,50,59.4456,-161.5457
0,50,57.14835,-170.3546
0,50,61.40689,-165.4288
0,50,39.29305,-122.0806
0,50,36.73884,-89.31104
0,50,44,-89
0,50,37.0017,-90.19616
0,50,39.25408,-90.79362
0,30.22,45.1528,-101.5098
0,50,43.33333,-84.08222
1,32.94,39.3486,-118.6837
0,50,39.3012,-122.0835
0,36.77,39.295,-93.31972
0,30.26,43.57581,-116.6858
0,43.12,41.48309,-71.28847
0,50,46.89267,-124.0437
0,50,64.27,-157.49
0,50,61.2572,-150.772
0,50,60.1308,-162.0128
0,50,61.40689,-165.4288
0,50,61.31438,-165.7865
0,50,39.29305,-122.0806
0,50,38.464,-98.657
0,50,42.0914,-83.4327
0,50,39.60636,-75.41409
0,50,36.73884,-89.31104
0,50,44,-89
0,50,39.25408,-90.79362
0,50,45.1528,-101.5098
0,50,43.33333,-84.08222
0,50,39.97828,-95.24059
0,38.46,39.3486,-118.6837
0,50,42.89319,-118.8625
0,50,43.57574,-116.6856
0,50,39.295,-93.31972
0,38.72,39.4298,-122.1864
0,50,66.1524,-166.0419
0,50,58.60456,-157.1138
0,50,64.27,-157.49
0,50,61.2572,-150.772
0,50,60.0857,-164.1708
0,50,57.16792,-170.4187
0,50,61.40689,-165.4288
1,33.02,48.185,-98.83
0,50,39.29305,-122.0806
0,50,39.30902,-122.1068
0,50,36.73884,-89.31104
0,50,44,-89
0,50,37.0017,-90.19616
0,38.75,39.25408,-90.79362
0,39.95,45.1528,-101.5098
0,39.45,41.99594,-121.6247
0,50,43.33333,-84.08222
0,50,39.3012,-122.0835
0,38,43.57574,-116.6856
0,50,36.67113,-120.3188
0,34.62,39.295,-93.31972
0,50,39.5,-91.2
0,37.45,47.01,-119.49
0,50,46.89267,-124.0437
0,50,64.27,-157.49
0,50,61.3255,-163.4436
0,50,56.025,-160.825
0,50,7.49182,134.4852
0,50,56.02371,-160.8194
0,50,61.31438,-165.7865
0,50,48.245,-98.877
0,50,39.29305,-122.0806
0,50,39.30902,-122.1068
0,50,36.73884,-89.31104
0,50,44,-89
0,50,37.0017,-90.19616
1,39.64,39.25408,-90.79362
0,50,45.1528,-101.5098
0,30.16,39.97828,-95.24059
1,26.96,39.97828,-95.24059
0,50,42.89319,-118.8625
0,50,39.3012,-122.0835
0,50,43.57574,-116.6856
0,50,39.295,-93.31972
0,39.17,47.01,-119.49
0,36.07,56.02371,-160.8194
0,31.88,39.30596,-122.1097
0,50,46.89267,-124.0437
0,50,13.56798,144.908
0,50,66.1524,-166.0419
0,50,60.83301,-165.0131
0,50,64.27,-157.49
0,50,61.2572,-150.772
0,50,60.1308,-162.0128
0,50,59.4456,-161.5457
0,32.04,56.02371,-160.8194
0,50,61.31438,-165.7865
0,50,39.29305,-122.0806
0,50,42.0958,-83.4426
0,50,36.73884,-89.31104
0,50,44,-89
0,50,39.25408,-90.79362
0,38.83,45.1528,-101.5098
0,50,39.97828,-95.24059
0,36.04,47.01,-119.49
0,50,39.3012,-122.0835
0,50,43.57574,-116.6856
0,38.88,39.4298,-122.1864
0,50,39.30596,-122.1097
0,50,13.56826,144.9095
0,50,66.1524,-166.0419
0,50,60.83301,-165.0131
0,50,64.27,-157.49
0,27.08,61.3255,-163.4436
0,50,56.025,-160.825
0,50,64.3004,-165.2423
0,50,57.16694,-170.5114
0,50,61.40689,-165.4288
0,50,69.93553,-131.1775
0,50,39.29305,-122.0806
0,50,38.464,-98.657
1,37.44,29.60833,-94.42806
0,50,43.53513,-69.07102
0,50,42.0914,-83.4327
0,50,39.60636,-75.41409
0,50,36.73884,-89.31104
0,38.92,44,-89
0,50,39.25408,-90.79362
1,35.16,45.1528,-101.5098
0,50,43.30606,-70.56965
0,50,33.84581,-90.0809
0,36.53,66.1524,-166.0419
0,33.33,42.20086,-111.3652
0,50,41.98972,-121.7258
0,50,60.0857,-164.1708
0,50,66.1524,-166.0419
0,50,59.562,-164.0229
0,50,66.717,-161.6025
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,60.1308,-162.0128
0,50,58.63401,-156.6918
0,33.58,64.91,-148.801
0,50,56.02371,-160.8194
0,50,66.33295,-147.9966
0,37.79,61.5762,-163.8977
0,50,61.31438,-165.7865
0,50,48.318,-99.141
0,25.75,39.6435,-118.4414
0,50,36.67113,-120.3188
0,50,39.29825,-122.114
0,50,39.06185,-121.7386
0,50,32.597,-92.227
0,50,40.842,-111.985
0,36.86,43.90392,-91.32352
0,50,43.35525,-84.00822
0,50,29.11744,-81.93363
0,30.14,41.99594,-121.6247
0,50,43.35525,-84.00822
0,50,39.295,-93.31972
0,36.85,37.68106,-121.1955
0,41.4,47.01,-119.49
1,31.89,64.91058,-148.8015
0,50,39.30596,-122.1097
0,50,13.57469,144.8958
0,50,66.1524,-166.0419
0,50,64.27,-157.49
0,50,70.39098,-150.398
0,30.76,61.2572,-150.772
0,50,57.15714,-170.3865
0,50,61.40689,-165.4288
0,50,69.93553,-131.1775
0,50,48.31,-98.599
0,50,39.29305,-122.0806
0,50,38.464,-98.657
0,31.68,39.30902,-122.1068
0,50,42.0958,-83.4426
0,50,39.60636,-75.41409
0,50,36.73884,-89.31104
0,50,44,-89
0,50,39.25408,-90.79362
1,37.04,45.1528,-101.5098
0,50,43.35525,-84.00822
0,37,39.97828,-95.24059
0,50,42.89319,-118.8625
0,50,37.15257,-89.04427
0,36.56,47.01,-119.49
0,50,39.295,-93.31972
0,31.65,43.57581,-116.6858
1,38.23,64.91058,-148.8015
0,50,64.27,-157.49
0,38.21,61.3255,-163.4436
0,50,7.49182,134.4852
0,50,60.0857,-164.1708
0,50,71.26451,-156.827
0,50,57.14422,-170.3508
0,50,61.40689,-165.4288
0,50,39.29305,-122.0806
1,50,29.60833,-94.42806
0,50,43.53513,-69.07102
0,50,39.60636,-75.41409
0,50,36.73884,-89.31104
0,50,39.25408,-90.79362
0,50,45.1528,-101.5098
0,35.92,41.99594,-121.6247
0,50,43.35525,-84.00822
1,26.65,39.97828,-95.24059
0,37.64,35.71,-76.57
0,38.76,39.3486,-118.6837
0,50,43.57574,-116.6856
0,50,39.5,-91.2
0,35.55,37.68106,-121.1955
0,50,39.30596,-122.1097
0,50,13.2846,144.6607
0,50,71.26488,-156.825
0,50,64.27,-157.49
0,50,61.3255,-163.4436
0,35.4,56.025,-160.825
0,50,61.2572,-150.772
0,50,7.49182,134.4852
0,50,61.31438,-165.7865
0,50,39.29305,-122.0806
0,50,43.53513,-69.07102
0,50,38.01844,-94.33164
0,50,39.25408,-90.79362
1,37.31,45.1528,-101.5098
0,50,43.35525,-84.00822
0,50,39.97828,-95.24059
1,29.99,39.97828,-95.24059
0,50,37.15257,-89.04427
0,50,39.3012,-122.0835
0,34.32,37.68106,-121.1955
0,44.49,47.01,-119.49
0,50,13.2846,144.6607
0,50,66.1524,-166.0419
0,50,64.27,-157.49
0,50,61.3255,-163.4436
0,50,70.40567,-150.8387
0,31.78,61.2572,-150.772
0,50,13.57066,144.8436
0,50,7.49182,134.4852
0,50,64.3004,-165.2423
0,50,71.24146,-156.5462
0,50,57.14447,-170.3511
0,50,69.93553,-131.1775
0,50,56.02371,-160.8194
0,50,39.29305,-122.0806
0,30.9,39.30902,-122.1068
0,32.33,35.92827,-90.09656
0,50,37.0017,-90.19616
0,50,38.01845,-94.33165
0,50,39.25408,-90.79362
0,39.71,45.1528,-101.5098
0,50,41.99594,-121.6247
0,50,43.35525,-84.00822
0,33.43,39.97828,-95.24059
0,44.7,47.01,-119.49
0,50,39.3012,-122.0835
0,35.85,39.19335,-122.0573
0,50,39.5,-91.2
0,37.64,37.68106,-121.1955
0,35.21,39.4298,-122.1864
0,50,13.2846,144.6607
0,50,63.0203,-163.3312
0,50,58.59625,-157.039
0,50,64.27,-157.49
0,50,7.49182,134.4852
0,50,60.1308,-162.0128
0,50,71.26912,-156.8405
0,50,61.40689,-165.4288
0,50,69.93553,-131.1775
0,50,61.31438,-165.7865
0,50,48.185,-98.83
0,50,39.29305,-122.0806
0,50,39.30902,-122.1068
0,50,42.0914,-83.4327
0,50,37.0017,-90.19616
0,50,38.01846,-94.33166
0,50,39.25408,-90.79362
0,38.18,45.1528,-101.5098
0,38.61,43.35525,-84.00822
0,27.24,39.97828,-95.24059
0,39.77,39.295,-93.31972
0,38.65,37.68106,-121.1955
0,37.91,47.01,-119.49
0,50,46.89267,-124.0437
0,50,13.2846,144.6607
0,50,66.1524,-166.0419
0,50,60.83301,-165.0131
0,50,71.32356,-156.6707
0,50,64.27,-157.49
0,50,57.14422,-170.3508
0,50,56.02371,-160.8194
0,50,61.31438,-165.7865
0,50,39.29305,-122.0806
0,50,39.30902,-122.1068
0,50,43.53513,-69.07102
0,50,37.0017,-90.19616
0,50,38.01847,-94.33167
0,50,39.25408,-90.79362
0,40.2,45.1528,-101.5098
0,50,41.99594,-121.6247
0,50,43.35525,-84.00822
0,50,37.15257,-89.04427
1,35.55,39.295,-93.31972
0,36.74,37.68106,-121.1955
0,34.19,64.91058,-148.8015
0,50,39.30596,-122.1097
0,50,13.38618,144.774
0,50,64.27,-157.49
0,50,70.8036,-154.4979
1,28.46,61.2572,-150.772
0,50,7.49182,134.4852
0,50,60.1308,-162.0128
0,50,69.93553,-131.1775
0,50,56.02371,-160.8194
0,50,39.29305,-122.0806
1,31.62,38.464,-98.657
1,38.14,29.60833,-94.42806
0,50,42.0914,-83.4327
0,50,37.0017,-90.19616
0,50,38.01848,-94.33168
0,50,39.25408,-90.79362
0,50,45.1528,-101.5098
0,50,41.99594,-121.6247
0,38.76,43.35525,-84.00822
0,34.62,39.97828,-95.24059
0,50,42.89319,-118.8625
0,50,39.295,-93.31972
0,40.21,47.01,-119.49
0,38.81,64.91058,-148.8015
0,31.87,39.3667,-121.8692
0,50,64.27,-157.49
0,50,56.025,-160.825
0,50,61.31438,-165.7865
0,50,39.29305,-122.0806
1,30.88,29.60833,-94.42806
0,50,37.0017,-90.19616
0,50,39.25408,-90.79362
1,34.45,45.1528,-101.5098
0,50,43.35525,-84.00822
0,27.54,39.97828,-95.24059
1,26.74,47.07,-119.43
0,50,37.15257,-89.04427
0,50,39.19335,-122.0573
0,37.35,37.68106,-121.1955
0,50,39.30596,-122.1097
0,50,64.27,-157.49
0,50,60.1308,-162.0128
0,50,61.31438,-165.7865
0,50,48.182,-99.861
0,50,39.29305,-122.0806
0,50,43.53513,-69.07102
0,50,42.0103,-83.1965
0,38,45.1528,-101.5098
0,50,43.35525,-84.00822
0,50,39.25,-90.78
0,50,39.60936,-75.42235
0,36.68,43.57574,-116.6856
0,32.14,39.295,-93.31972
0,50,39.5,-91.2
0,37.02,37.68106,-121.1955
0,37.27,47.01,-119.49
0,50,39.30596,-122.1097
0,34.62,41.97842,-121.6518
0,50,13.4784,144.8144
0,50,66.1524,-166.0419
0,50,64.27,-157.49
0,50,61.2572,-150.772
0,50,13.57066,144.8436
0,50,7.49182,134.4852
0,50,60.1308,-162.0128
0,50,71.26784,-156.8417
0,50,57.15714,-170.3864
0,50,61.40689,-165.4288
0,50,56.02371,-160.8194
0,50,39.29305,-122.0806
0,50,43.53513,-69.07102
0,50,37.0017,-90.19616
0,50,38.01849,-94.33169
0,39.24,45.1528,-101.5098
0,50,43.30606,-70.56965
0,50,39.3012,-122.0835
1,25.69,39.6435,-118.4414
1,27.01,63.03417,-163.5533
1,50,29.60833,-94.42806
0,50,41.98972,-121.7258
0,32.07,21.68642,-157.9538
0,50,60.4832,-164.0521
0,50,66.717,-161.6025
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,55.4041,-162.7155
0,50,55.2682,-162.8762
0,50,60.1308,-162.0128
0,50,59.562,-164.0229
0,50,61.562,-162.523
0,50,60.1308,-162.0128
0,50,57.98244,-157.2364
0,50,64.91,-148.801
1,29.28,66.33295,-147.9966
1,24.35,47.112,-119.101
0,50,43.5758,-116.6858
0,31.46,36.67113,-120.3188
0,50,39.29825,-122.114
0,37.43,29.60833,-94.42806
0,50,39.18901,-74.95148
0,50,40.842,-111.985
0,50,46.905,-119.2294
0,50,43.90392,-91.32352
0,50,38.464,-98.657
0,50,43.35525,-84.00822
0,50,29.11744,-81.93363
0,50,41.99594,-121.6247
0,50,43.35525,-84.00822
0,50,39.97828,-95.24059
0,50,39.60936,-75.42235
0,50,37.15257,-89.04427
0,32.82,39.295,-93.31972
0,50,39.5,-91.2
0,30.62,43.52884,-116.6454
0,29.31,41.97842,-121.6518
0,50,64.27,-157.49
0,50,70.41487,-150.6952
1,26.84,61.2572,-150.772
0,50,7.49182,134.4852
0,50,71.25423,-156.7665
0,50,56.02371,-160.8194
0,50,61.31438,-165.7865
0,50,39.29305,-122.0806
0,50,38.464,-98.657
0,50,43.53513,-69.07102
0,50,39.60636,-75.41409
0,50,38.0185,-94.3317
0,50,45.1528,-101.5098
0,50,43.35525,-84.00822
0,50,39.25,-90.78
0,50,39.97828,-95.24059
0,50,39.60936,-75.42235
0,50,37.15257,-89.04427
0,50,39.19335,-122.0573
0,37.79,37.68106,-121.1955
0,39.93,42.67,-76.93
0,50,64.27,-157.49
0,35.63,61.2572,-150.772
0,50,7.49182,134.4852
0,50,60.1308,-162.0128
0,50,60.0857,-164.1708
0,50,57.16694,-170.5114
0,50,61.40689,-165.4288
0,50,48.345,-99.014
0,50,39.29305,-122.0806
0,50,37.0017,-90.19616
0,50,38.01851,-94.33171
0,50,45.1528,-101.5098
0,50,43.35525,-84.00822
0,50,39.25,-90.78
0,50,39.19335,-122.0573
0,36.87,39.295,-93.31972
0,38.09,37.68106,-121.1955
0,36.16,47.01,-119.49
0,40.01,39.3667,-121.8692
0,50,39.30596,-122.1097
0,50,64.27,-157.49
0,33.71,61.2572,-150.772
0,39.02,13.57066,144.8436
0,50,7.49182,134.4852
0,50,64.3004,-165.2423
0,50,60.1308,-162.0128
0,50,61.19178,-165.1061
0,22.01,48.185,-98.83
0,50,39.29305,-122.0806
0,50,38.464,-98.657
0,38.33,45.6367,-122.6415
0,50,43.53513,-69.07102
0,50,38.01852,-94.33172
0,30.83,45.1528,-101.5098
0,37.22,41.99594,-121.6247
0,50,43.35525,-84.00822
0,50,39.97828,-95.24059
0,50,42.89319,-118.8625
0,50,39.19335,-122.0573
0,31.73,37.68106,-121.1955
0,50,60.83301,-165.0131
0,50,64.27,-157.49
0,50,70.8036,-154.4979
0,50,61.2572,-150.772
0,50,71.24837,-156.5889
0,50,61.40689,-165.4288
0,50,61.31438,-165.7865
0,50,39.29305,-122.0806
0,38.51,59.4456,-161.5457
0,36.34,43.53513,-69.07102
0,50,39.60636,-75.41409
0,50,38.01853,-94.33173
0,50,45.1528,-101.5098
1,18.9,41.99594,-121.6247
0,50,43.35525,-84.00822
0,50,42.89319,-118.8625
0,30.79,39.3,-90.8
0,36.3,37.68106,-121.1955
0,39.72,47.01,-119.49
0,32.6,42.65596,-113.4323
0,50,66.1524,-166.0419
0,50,64.27,-157.49
0,50,70.8036,-154.4979
0,37.43,61.3255,-163.4436
0,50,56.025,-160.825
0,50,63.77609,-171.7
0,50,61.40689,-165.4288
0,50,69.93553,-131.1775
0,50,39.29305,-122.0806
0,50,43.53513,-69.07102
0,50,38.01854,-94.33174
1,38.41,45.1528,-101.5098
0,37.69,41.99594,-121.6247
0,50,43.35525,-84.00822
0,50,39.25,-90.78
0,50,39.97828,-95.24059
0,27.85,47.06,-119.63
0,50,39.3,-90.8
0,38.77,37.68106,-121.1955
0,29.4,41.97842,-121.6518
0,50,46.89267,-124.0437
0,50,63.0203,-163.3312
0,50,64.27,-157.49
0,50,70.8036,-154.4979
0,50,61.2572,-150.772
0,50,7.49182,134.4852
0,50,60.1308,-162.0128
0,50,71.26299,-156.7969
0,50,57.14447,-170.3511
0,50,61.40689,-165.4288
0,50,69.93553,-131.1775
0,50,61.31438,-165.7865
0,50,39.29305,-122.0806
0,50,38.01855,-94.33175
0,50,45.1528,-101.5098
0,38.59,41.99594,-121.6247
0,50,43.35525,-84.00822
1,24.48,39.97828,-95.24059
0,50,42.89319,-118.8625
0,50,43.57574,-116.6856
0,50,39.19335,-122.0573
0,39.07,39.295,-93.31972
0,50,39.3,-91.2
0,37.71,37.68106,-121.1955
0,40.69,47.01,-119.49
0,50,46.89267,-124.0437
0,50,60.83301,-165.0131
0,50,64.27,-157.49
0,50,61.31438,-165.7865
0,50,39.29305,-122.0806
0,50,39.30902,-122.1068
0,50,43.53513,-69.07102
0,50,38.01856,-94.33176
0,40.86,45.1528,-101.5098
0,36.81,41.99594,-121.6247
0,50,43.35525,-84.00822
0,50,39.25,-90.78
0,26.33,39.97828,-95.24059
0,39.15,35.71,-76.57
0,50,40.89583,-74.4035
0,36.49,43.57574,-116.6856
0,50,39.30902,-122.1068
0,50,39.3,-91.2
0,41.59,37.68106,-121.1955
0,28.54,61.53111,-164.0414
0,50,66.1524,-166.0419
0,50,64.27,-157.49
0,50,61.3255,-163.4436
0,50,64.3004,-165.2423
0,50,60.1308,-162.0128
0,42.87,61.40689,-165.4288
0,50,39.29305,-122.0806
0,50,39.30902,-122.1068
0,50,43.53513,-69.07102
0,50,38.01857,-94.33177
0,50,45.1528,-101.5098
1,35,41.99594,-121.6247
0,34.99,43.35525,-84.00822
0,50,39.97828,-95.24059
0,40.08,37.68106,-121.1955
0,43.14,42.67,-76.93
0,34.28,63.03417,-163.5533
0,50,46.89267,-124.0437
0,50,71.32356,-156.6707
0,50,64.27,-157.49
0,50,61.3255,-163.4436
0,50,56.025,-160.825
0,50,63.77609,-171.7
0,50,60.0857,-164.1708
0,50,71.26953,-156.7533
0,50,57.15714,-170.3864
0,50,61.31438,-165.7865
0,50,39.29305,-122.0806
0,50,38.464,-98.657
0,50,43.53513,-69.07102
0,50,38.01858,-94.33178
0,41.76,45.1528,-101.5098
0,36.68,41.99594,-121.6247
0,50,43.35525,-84.00822
0,40.06,37.68106,-121.1955
0,50,46.89267,-124.0437
0,50,71.32356,-156.6707
0,50,58.61158,-156.8022
0,50,64.27,-157.49
0,50,7.49182,134.4852
0,50,60.1308,-162.0128
0,42.87,61.40689,-165.4288
0,29.19,56.02371,-160.8194
1,32.01,48.185,-98.83
0,50,39.29305,-122.0806
0,50,43.53513,-69.07102
0,50,42.0103,-83.1965
0,37.15,45.1528,-101.5098
0,50,39.30902,-122.1068
0,34.15,61.3255,-163.4436
0,50,42.72109,-70.79045
0,50,39.2856,-122.1116
0,39.1,31.20658,-91.8886
0,50,39.30596,-122.1097
0,50,29.60833,-94.42806
0,50,47.03254,-124.1656
0,50,61.3152,-166.0548
0,50,60.4832,-164.0521
0,50,67.05,-162.56
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,60.1308,-162.0128
0,50,60.8394,-164.9931
0,50,57.98244,-157.2364
0,50,66.33295,-147.9966
0,37.56,61.5762,-163.8977
0,50,61.31438,-165.7865
0,50,61.5112,-149.5577
1,36.3,48.76,-98.371
0,31.9,39.6435,-118.4414
0,33.6,36.67113,-120.3188
0,50,39.41504,-122.1909
1,39.85,38.464,-98.657
0,50,29.60833,-94.42806
0,50,39.06185,-121.7386
0,50,48.45332,-92.92129
0,50,43.90392,-91.32353
0,29.42,43.35525,-84.00822
1,36.48,43.90392,-91.32352
1,30.62,38.464,-98.657
0,50,38.464,-98.657
0,50,43.30606,-70.56965
0,50,33.84581,-90.0809
0,50,46.89267,-124.0437
0,34.36,21.68642,-157.9538
0,50,61.3255,-163.4436
0,50,64.91,-148.801
0,50,55.2682,-162.8762
0,50,59.562,-164.0229
0,50,58.53582,-156.8019
0,38.22,64.91,-148.801
0,50,42.2009,-111.3652
1,29.53,47.112,-119.101
1,32.56,43.5758,-116.6858
0,50,39.29825,-122.114
0,50,39.18901,-74.95148
0,50,40.842,-111.985
0,50,43.90392,-91.32352
0,50,38.464,-98.657
0,50,43.35525,-84.00822
0,35.88,41.99594,-121.6247
0,50,43.35525,-84.00822
0,50,39.25,-90.78
1,50,42.89319,-118.8625
0,50,39.19335,-122.0573
0,35.01,39.295,-93.31972
1,22.98,37.68106,-121.1955
0,33.94,42.65596,-113.4323
0,50,39.30596,-122.1097
0,50,46.89267,-124.0437
0,50,66.1524,-166.0419
0,50,60.83301,-165.0131
0,50,71.26956,-156.5285
0,50,64.27,-157.49
0,50,70.8036,-154.4979
0,50,70.39878,-150.762
0,50,60.1308,-162.0128
0,50,57.14422,-170.3508
0,50,69.93553,-131.1775
0,50,61.19178,-165.1061
0,50,61.31438,-165.7865
0,50,39.29305,-122.0806
0,50,42.0103,-83.1965
0,50,37.03517,-90.09198
0,50,38.01859,-94.33179
0,35.41,45.1528,-101.5098
0,37.41,41.99594,-121.6247
0,50,43.35525,-84.00822
0,50,39.25,-90.78
0,50,39.97828,-95.24059
0,50,43.90073,-69.11863
0,50,43.57574,-116.6856
0,29.56,39.30902,-122.1068
0,40.63,39.19335,-122.0573
0,27.86,37.68106,-121.1955
0,36.7,64.91058,-148.8015
0,34.97,33.76652,-116.4717
0,50,64.27,-157.49
0,50,70.8036,-154.4979
0,50,55.22486,-162.8445
0,50,60.3149,-165.0609
0,50,56.60241,-169.5991
0,42.87,61.35411,-165.4459
0,50,69.93553,-131.1775
0,50,64.90922,-148.8023
0,38.08,56.02371,-160.8194
0,50,39.29305,-122.0806
0,33.5,29.60833,-94.42806
0,50,43.53513,-69.07102
0,50,38.0186,-94.3318
0,39.36,45.1528,-101.5098
0,38.68,41.99594,-121.6247
0,50,39.25,-90.78
0,50,39.97828,-95.24059
0,50,42.89319,-118.8625
0,50,47.01,-119.49
0,50,43.57574,-116.6856
0,32.67,37.68106,-121.1955
0,35.73,64.91058,-148.8015
0,27.64,39.30596,-122.1097
0,50,64.27,-157.49
0,50,61.31438,-165.7865
0,50,60.3149,-165.0609
0,50,61.35411,-165.4459
0,50,64.90922,-148.8023
0,50,56.02371,-160.8194
0,31.51,39.41504,-122.1909
0,50,43.53513,-69.07102
0,50,37.03517,-90.09198
0,50,38.01861,-94.33181
0,38.06,45.1528,-101.5098
0,37.31,41.99594,-121.6247
0,50,39.97828,-95.24059
0,50,42.89319,-118.8625
0,24.63,43.57574,-116.6856
0,35.52,39.30902,-122.1068
0,38.97,37.68106,-121.1955
0,50,70.48869,-153.3743
0,50,64.27,-157.49
0,50,70.8036,-154.4979
0,50,62.778,-164.523
0,50,63.0203,-163.3312
0,50,60.3149,-165.0609
0,50,64.90922,-148.8023
0,50,39.41504,-122.1909
0,50,38.01862,-94.33182
0,38.42,45.1528,-101.5098
1,37.98,41.99594,-121.6247
0,50,43.35525,-84.00822
0,37.7,39.97828,-95.24059
1,36.98,39.97828,-95.24059
0,50,42.89319,-118.8625
0,50,47.01,-119.49
0,37.4,37.68106,-121.1955
0,39.17,64.91058,-148.8015
0,50,46.89267,-124.0437
0,50,64.27,-157.49
0,50,60.3149,-165.0609
0,50,64.90922,-148.8023
0,50,61.31438,-165.7865
1,36.74,48.74788,-100.8389
0,50,38.464,-98.657
0,50,39.41504,-122.1909
0,50,43.53513,-69.07102
0,50,38.01863,-94.33183
1,37.1,45.1528,-101.5098
0,50,39.5887,-74.45594
0,37.24,41.99594,-121.6247
0,50,39.25,-90.78
0,50,39.97828,-95.24059
0,50,39.30902,-122.1068
0,28.94,39.295,-93.31972
0,39.88,64.91058,-148.8015
0,26.55,35.3621,-120.8535
1,34.93,39.30596,-122.1097
0,50,64.27,-157.49
0,50,55.23743,-162.8662
0,50,61.31438,-165.7865
0,50,62.778,-164.523
0,50,60.3149,-165.0609
0,50,71.2621,-156.8053
0,50,56.53931,-169.633
0,50,69.93553,-131.1775
0,50,64.90922,-148.8023
1,33.2,48.185,-98.83
0,31.72,38.464,-98.657
0,50,39.41504,-122.1909
1,34.42,29.60833,-94.42806
0,50,43.53513,-69.07102
0,50,37.03517,-90.09198
0,50,38.01864,-94.33184
0,39.05,45.1528,-101.5098
0,41,41.99594,-121.6247
0,50,39.25,-90.78
0,50,39.97828,-95.24059
0,35.74,39.19335,-122.0573
0,36.52,64.91058,-148.8015
0,29.7,39.30596,-122.1097
0,50,55.70047,-161.5218
0,50,64.27,-157.49
0,50,55.30291,-162.7852
1,27.04,63.68722,-171.4756
0,50,63.0203,-163.3312
0,50,60.3149,-165.0609
0,50,56.57733,-169.6772
0,50,61.35411,-165.4459
0,50,69.93553,-131.1775
0,50,64.90922,-148.8023
0,30,56.02371,-160.8194
1,26.26,38.464,-98.657
